city,latitude,longitude,date,temp_max,temp_min,precipitation,precip_probability,wind_speed,wind_gusts,weather_code,temperature_category,precipitation_category,wind_category,score,danger
Larache,35.1875,-6.125,2026-09-19,30.6,18.5,0.0,3,14.8,28.1,2,Chaud,Aucune,Modéré,12.040000000000003,Faible
Larache,35.1875,-6.125,2026-09-20,36.0,20.0,0.0,3,18.2,33.8,2,Chaud,Aucune,Modéré,14.48,Faible
Al Khmissat,33.8125,-6.0625,2026-09-14,39.4,23.2,0.0,0,19.7,39.6,2,Chaud,Aucune,Modéré,15.76,Faible
Al Khmissat,33.8125,-6.0625,2026-09-15,35.3,20.6,0.0,0,20.2,40.3,2,Chaud,Aucune,Modéré,15.14,Faible
Al Khmissat,33.8125,-6.0625,2026-09-16,30.9,18.1,0.0,0,18.4,37.4,2,Chaud,Aucune,Modéré,13.54,Faible
Al Khmissat,33.8125,-6.0625,2026-09-17,27.9,16.2,0.0,3,14.1,28.8,45,Modéré,Aucune,Modéré,11.22,Faible
Al Khmissat,33.8125,-6.0625,2026-09-18,30.4,14.8,0.0,5,18.1,33.8,3,Chaud,Aucune,Modéré,13.32,Faible
Al Khmissat,33.8125,-6.0625,2026-09-19,35.3,18.1,0.0,3,13.3,27.7,3,Chaud,Aucune,Modéré,12.379999999999999,Faible
Al Khmissat,33.8125,-6.0625,2026-09-20,38.1,19.2,0.0,3,21.2,39.6,1,Chaud,Aucune,Modéré,16.1,Faible
Guelmim,28.998241,-10.114685,2026-09-14,37.6,27.5,0.1,37,21.8,37.4,51,Chaud,Faible,Modéré,16.28,Faible
Guelmim,28.998241,-10.114685,2026-09-15,38.3,24.3,0.0,0,24.8,43.6,0,Chaud,Aucune,Modéré,17.580000000000002,Faible
Guelmim,28.998241,-10.114685,2026-09-16,36.6,20.5,0.0,0,30.8,51.1,1,Chaud,Aucune,Fort,19.64,Faible
Guelmim,28.998241,-10.114685,2026-09-17,24.8,18.3,0.0,0,27.4,45.7,3,Modéré,Aucune,Modéré,15.920000000000002,Faible
Guelmim,28.998241,-10.114685,2026-09-18,28.3,18.3,0.0,0,23.6,42.1,3,Modéré,Aucune,Modéré,15.100000000000001,Faible
Guelmim,28.998241,-10.114685,2026-09-19,32.1,18.2,0.0,4,26.2,46.1,3,Chaud,Aucune,Modéré,16.900000000000002,Faible
Guelmim,28.998241,-10.114685,2026-09-20,36.7,19.2,0.0,4,20.9,37.1,0,Chaud,Aucune,Modéré,15.7,Faible
Ksar El Kebir,35.0,-5.875,2026-09-14,39.0,24.4,0.0,0,17.1,34.2,0,Chaud,Aucune,Modéré,14.64,Faible
Ksar El Kebir,35.0,-5.875,2026-09-15,35.4,21.2,0.0,0,22.7,46.1,0,Chaud,Aucune,Modéré,16.16,Faible
Ksar El Kebir,35.0,-5.875,2026-09-16,29.9,20.7,0.0,0,15.9,31.0,2,Modéré,Aucune,Modéré,12.34,Faible
Ksar El Kebir,35.0,-5.875,2026-09-17,27.5,19.9,0.0,0,11.2,21.2,3,Modéré,Aucune,Modéré,9.98,Faible
Ksar El Kebir,35.0,-5.875,2026-09-18,30.9,16.4,0.0,0,18.1,34.6,45,Chaud,Aucune,Modéré,13.420000000000002,Faible
Ksar El Kebir,35.0,-5.875,2026-09-19,36.5,18.4,0.0,3,18.7,35.6,2,Chaud,Aucune,Modéré,14.780000000000001,Faible
Ksar El Kebir,35.0,-5.875,2026-09-20,39.6,21.8,0.0,3,14.0,31.7,0,Chaud,Aucune,Modéré,13.520000000000001,Faible
Khénifra,32.9375,-5.6875,2026-09-14,36.9,19.8,0.0,8,16.1,31.7,3,Chaud,Aucune,Modéré,13.82,Faible
Khénifra,32.9375,-5.6875,2026-09-15,34.7,20.2,0.0,3,22.0,41.8,3,Chaud,Aucune,Modéré,15.740000000000002,Faible
Khénifra,32.9375,-5.6875,2026-09-16,31.6,16.3,0.0,0,19.2,34.9,2,Chaud,Aucune,Modéré,14.0,Faible
Khénifra,32.9375,-5.6875,2026-09-17,30.4,16.1,0.0,33,18.5,33.5,3,Chaud,Aucune,Modéré,13.48,Faible
Khénifra,32.9375,-5.6875,2026-09-18,32.7,14.7,0.0,28,20.9,40.0,3,Chaud,Aucune,Modéré,14.9,Faible
Khénifra,32.9375,-5.6875,2026-09-19,33.8,19.9,0.0,12,13.2,27.7,3,Chaud,Aucune,Modéré,12.04,Faible
Khénifra,32.9375,-5.6875,2026-09-20,36.2,20.3,0.0,13,10.2,23.0,2,Chaud,Aucune,Modéré,11.32,Faible
Skhirate,33.875,-7.0,2026-09-14,30.6,22.7,0.0,0,10.7,25.2,1,Chaud,Aucune,Modéré,10.400000000000002,Faible
Skhirate,33.875,-7.0,2026-09-15,26.3,20.9,0.0,0,13.9,31.0,45,Modéré,Aucune,Modéré,10.82,Faible
Skhirate,33.875,-7.0,2026-09-16,24.8,20.6,0.0,0,16.9,36.7,2,Modéré,Aucune,Modéré,11.72,Faible
Skhirate,33.875,-7.0,2026-09-17,24.8,19.0,0.0,0,13.2,29.5,3,Modéré,Aucune,Modéré,10.240000000000002,Faible
Skhirate,33.875,-7.0,2026-09-18,24.6,16.7,0.0,0,16.8,36.7,2,Modéré,Aucune,Modéré,11.64,Faible
Skhirate,33.875,-7.0,2026-09-19,25.9,17.7,0.0,0,12.6,27.0,3,Modéré,Aucune,Modéré,10.219999999999999,Faible
Skhirate,33.875,-7.0,2026-09-20,29.4,20.8,0.0,0,13.8,27.7,0,Modéré,Aucune,Modéré,11.4,Faible
Beni Yakhlef,33.625,-7.3125,2026-09-14,36.0,23.8,0.0,0,16.9,31.0,1,Chaud,Aucune,Modéré,13.96,Faible
Beni Yakhlef,33.625,-7.3125,2026-09-15,30.3,20.4,0.0,0,18.0,33.5,45,Chaud,Aucune,Modéré,13.260000000000002,Faible
Beni Yakhlef,33.625,-7.3125,2026-09-16,26.5,19.4,0.0,0,20.4,37.8,3,Modéré,Aucune,Modéré,13.46,Faible
Beni Yakhlef,33.625,-7.3125,2026-09-17,26.6,18.5,0.0,0,16.4,31.0,3,Modéré,Aucune,Modéré,11.879999999999999,Faible
Beni Yakhlef,33.625,-7.3125,2026-09-18,27.0,15.6,0.0,0,20.6,38.5,45,Modéré,Aucune,Modéré,13.64,Faible
Beni Yakhlef,33.625,-7.3125,2026-09-19,29.5,18.2,0.0,0,17.5,32.8,45,Modéré,Aucune,Modéré,12.9,Faible
Beni Yakhlef,33.625,-7.3125,2026-09-20,33.1,20.7,0.0,0,19.1,36.4,0,Chaud,Aucune,Modéré,14.260000000000002,Faible
Sidi Yahya Zaer,33.6875,-6.875,2026-09-14,38.3,23.7,0.0,0,21.6,42.8,1,Chaud,Aucune,Modéré,16.3,Faible
Sidi Yahya Zaer,33.6875,-6.875,2026-09-15,32.4,20.1,0.0,0,20.4,41.0,1,Chaud,Aucune,Modéré,14.64,Faible
Sidi Yahya Zaer,33.6875,-6.875,2026-09-16,27.5,18.5,0.0,0,22.2,43.9,2,Modéré,Aucune,Modéré,14.38,Faible
Sidi Yahya Zaer,33.6875,-6.875,2026-09-17,26.3,17.3,0.0,2,16.4,33.5,3,Modéré,Aucune,Modéré,11.82,Faible
Sidi Yahya Zaer,33.6875,-6.875,2026-09-18,27.9,15.0,0.0,3,19.6,40.3,1,Modéré,Aucune,Modéré,13.420000000000002,Faible
Sidi Yahya Zaer,33.6875,-6.875,2026-09-19,31.3,16.6,0.0,3,15.8,33.1,3,Chaud,Aucune,Modéré,12.580000000000002,Faible
Sidi Yahya Zaer,33.6875,-6.875,2026-09-20,36.2,19.3,0.0,0,19.1,38.2,0,Chaud,Aucune,Modéré,14.880000000000003,Faible
Ben Guerir,32.25,-7.9375,2026-09-14,39.7,26.3,0.0,3,23.0,47.5,3,Chaud,Aucune,Modéré,17.14,Faible
Ben Guerir,32.25,-7.9375,2026-09-15,37.1,24.5,0.0,3,23.9,48.6,3,Chaud,Aucune,Modéré,16.98,Faible
Ben Guerir,32.25,-7.9375,2026-09-16,32.5,19.5,0.0,0,22.2,44.3,0,Chaud,Aucune,Modéré,15.38,Faible
Ben Guerir,32.25,-7.9375,2026-09-17,28.5,16.7,0.0,5,16.3,33.1,2,Modéré,Aucune,Modéré,12.22,Faible
Ben Guerir,32.25,-7.9375,2026-09-18,30.9,16.6,0.0,15,16.3,33.5,1,Chaud,Aucune,Modéré,12.7,Faible
Ben Guerir,32.25,-7.9375,2026-09-19,35.7,18.4,0.9,17,9.0,32.0,80,Chaud,Faible,Faible,11.100000000000001,Faible
Ben Guerir,32.25,-7.9375,2026-09-20,37.7,22.5,0.0,18,21.1,37.4,2,Chaud,Aucune,Modéré,15.980000000000002,Faible
Ait Ali,30.1875,-9.5,2026-09-14,40.1,27.2,0.0,5,18.7,29.5,3,Très chaud,Aucune,Modéré,15.500000000000002,Faible
Ait Ali,30.1875,-9.5,2026-09-15,36.6,25.8,0.0,3,22.4,36.7,2,Chaud,Aucune,Modéré,16.28,Faible
Ait Ali,30.1875,-9.5,2026-09-16,30.4,22.1,0.0,0,27.9,44.6,1,Chaud,Aucune,Modéré,17.240000000000002,Faible
Ait Ali,30.1875,-9.5,2026-09-17,26.2,20.5,0.0,0,26.7,42.8,2,Modéré,Aucune,Modéré,15.92,Faible
Ait Ali,30.1875,-9.5,2026-09-18,26.6,20.1,0.0,5,22.7,37.8,2,Modéré,Aucune,Modéré,14.4,Faible
Ait Ali,30.1875,-9.5,2026-09-19,31.2,19.9,0.3,3,17.7,33.5,2,Chaud,Faible,Modéré,13.440000000000001,Faible
Ait Ali,30.1875,-9.5,2026-09-20,37.8,25.3,0.0,0,22.5,37.4,1,Chaud,Aucune,Modéré,16.56,Faible
My Drarga,30.375,-9.5,2026-09-14,39.4,26.6,0.0,8,18.9,40.3,3,Chaud,Aucune,Modéré,15.44,Faible
My Drarga,30.375,-9.5,2026-09-15,35.4,25.7,0.0,3,15.9,34.6,2,Chaud,Aucune,Modéré,13.440000000000001,Faible
My Drarga,30.375,-9.5,2026-09-16,32.4,22.3,0.0,0,19.0,40.0,1,Chaud,Aucune,Modéré,14.080000000000002,Faible
My Drarga,30.375,-9.5,2026-09-17,26.9,20.4,0.0,0,17.3,40.3,2,Modéré,Aucune,Modéré,12.3,Faible
My Drarga,30.375,-9.5,2026-09-18,26.4,19.6,0.0,5,17.3,38.2,2,Modéré,Aucune,Modéré,12.200000000000001,Faible
My Drarga,30.375,-9.5,2026-09-19,37.9,20.2,0.0,3,16.3,40.0,3,Chaud,Aucune,Modéré,14.100000000000001,Faible
My Drarga,30.375,-9.5,2026-09-20,40.2,25.3,0.0,0,16.9,38.5,1,Très chaud,Aucune,Modéré,14.8,Faible
Lqoliaa,30.3125,-9.4375,2026-09-14,40.3,25.1,0.0,3,20.0,42.8,3,Très chaud,Aucune,Modéré,16.060000000000002,Faible
